"block_id","period","month_index","year","month","car_thefts","water_leak_reports","protected_facility","adjacent_block","distance_band","commercial_area"
"B148","1994-10",10,1994,10,5,1,0,0,"other",0
"B148","1994-11",11,1994,11,1,1,0,0,"other",0
"B148","1994-12",12,1994,12,2,1,0,0,"other",0
"B148","1995-01",13,1995,1,4,2,0,0,"other",0
"B148","1995-02",14,1995,2,3,1,0,0,"other",0
"B148","1995-03",15,1995,3,2,3,0,0,"other",0
"B148","1995-04",16,1995,4,1,3,0,0,"other",0
"B148","1995-05",17,1995,5,1,1,0,0,"other",0
"B148","1995-06",18,1995,6,6,0,0,0,"other",0
"B149","1994-01",1,1994,1,2,0,0,0,"other",0
"B149","1994-02",2,1994,2,0,2,0,0,"other",0
"B149","1994-03",3,1994,3,4,5,0,0,"other",0
"B149","1994-04",4,1994,4,1,3,0,0,"other",0
"B149","1994-05",5,1994,5,2,3,0,0,"other",0
"B149","1994-06",6,1994,6,3,1,0,0,"other",0
"B149","1994-07",7,1994,7,4,0,0,0,"other",0
"B149","1994-08",8,1994,8,6,2,0,0,"other",0
"B149","1994-09",9,1994,9,4,2,0,0,"other",0
"B149","1994-10",10,1994,10,7,0,0,0,"other",0
"B149","1994-11",11,1994,11,1,2,0,0,"other",0
"B149","1994-12",12,1994,12,2,0,0,0,"other",0
"B149","1995-01",13,1995,1,1,2,0,0,"other",0
"B149","1995-02",14,1995,2,1,1,0,0,"other",0
"B149","1995-03",15,1995,3,1,5,0,0,"other",0
"B149","1995-04",16,1995,4,1,0,0,0,"other",0
"B149","1995-05",17,1995,5,1,4,0,0,"other",0
"B149","1995-06",18,1995,6,7,0,0,0,"other",0
"B150","1994-01",1,1994,1,2,1,0,0,"other",0
"B150","1994-02",2,1994,2,1,1,0,0,"other",0
"B150","1994-03",3,1994,3,2,2,0,0,"other",0
"B150","1994-04",4,1994,4,3,3,0,0,"other",0
"B150","1994-05",5,1994,5,1,0,0,0,"other",0
"B150","1994-06",6,1994,6,1,0,0,0,"other",0
"B150","1994-07",7,1994,7,0,2,0,0,"other",0
"B150","1994-08",8,1994,8,1,1,0,0,"other",0
"B150","1994-09",9,1994,9,2,0,0,0,"other",0
"B150","1994-10",10,1994,10,1,0,0,0,"other",0
"B150","1994-11",11,1994,11,3,1,0,0,"other",0
"B150","1994-12",12,1994,12,3,0,0,0,"other",0
"B150","1995-01",13,1995,1,1,2,0,0,"other",0
"B150","1995-02",14,1995,2,3,3,0,0,"other",0
"B150","1995-03",15,1995,3,1,0,0,0,"other",0
"B150","1995-04",16,1995,4,3,1,0,0,"other",0
"B150","1995-05",17,1995,5,3,1,0,0,"other",0
"B150","1995-06",18,1995,6,3,1,0,0,"other",0
"B151","1994-01",1,1994,1,3,2,0,0,"other",1
"B151","1994-02",2,1994,2,1,1,0,0,"other",1
"B151","1994-03",3,1994,3,5,2,0,0,"other",1
"B151","1994-04",4,1994,4,3,4,0,0,"other",1
"B151","1994-05",5,1994,5,2,1,0,0,"other",1
"B151","1994-06",6,1994,6,1,2,0,0,"other",1
"B151","1994-07",7,1994,7,4,0,0,0,"other",1
"B151","1994-08",8,1994,8,0,1,0,0,"other",1
"B151","1994-09",9,1994,9,4,0,0,0,"other",1
"B151","1994-10",10,1994,10,0,2,0,0,"other",1
"B151","1994-11",11,1994,11,4,3,0,0,"other",1
"B151","1994-12",12,1994,12,1,3,0,0,"other",1
"B151","1995-01",13,1995,1,2,1,0,0,"other",1
"B151","1995-02",14,1995,2,5,1,0,0,"other",1
"B151","1995-03",15,1995,3,1,2,0,0,"other",1
"B151","1995-04",16,1995,4,4,2,0,0,"other",1
"B151","1995-05",17,1995,5,6,1,0,0,"other",1
"B151","1995-06",18,1995,6,4,3,0,0,"other",1
"B152","1994-01",1,1994,1,2,4,0,0,"other",1
"B152","1994-02",2,1994,2,1,1,0,0,"other",1
"B152","1994-03",3,1994,3,3,0,0,0,"other",1
"B152","1994-04",4,1994,4,6,2,0,0,"other",1
"B152","1994-05",5,1994,5,2,2,0,0,"other",1
"B152","1994-06",6,1994,6,3,1,0,0,"other",1
"B152","1994-07",7,1994,7,4,1,0,0,"other",1
"B152","1994-08",8,1994,8,1,2,0,0,"other",1
"B152","1994-09",9,1994,9,0,2,0,0,"other",1
"B152","1994-10",10,1994,10,1,0,0,0,"other",1
"B152","1994-11",11,1994,11,3,1,0,0,"other",1
"B152","1994-12",12,1994,12,0,2,0,0,"other",1
"B152","1995-01",13,1995,1,3,2,0,0,"other",1
"B152","1995-02",14,1995,2,1,1,0,0,"other",1
"B152","1995-03",15,1995,3,4,0,0,0,"other",1
"B152","1995-04",16,1995,4,2,4,0,0,"other",1
"B152","1995-05",17,1995,5,0,0,0,0,"other",1
"B152","1995-06",18,1995,6,4,0,0,0,"other",1
"B153","1994-01",1,1994,1,0,1,0,0,"other",0
"B153","1994-02",2,1994,2,3,0,0,0,"other",0
"B153","1994-03",3,1994,3,4,1,0,0,"other",0
"B153","1994-04",4,1994,4,3,0,0,0,"other",0
"B153","1994-05",5,1994,5,1,0,0,0,"other",0
"B153","1994-06",6,1994,6,1,1,0,0,"other",0
"B153","1994-07",7,1994,7,2,0,0,0,"other",0
"B153","1994-08",8,1994,8,0,1,0,0,"other",0
"B153","1994-09",9,1994,9,2,0,0,0,"other",0
"B153","1994-10",10,1994,10,1,2,0,0,"other",0
"B153","1994-11",11,1994,11,3,0,0,0,"other",0
"B153","1994-12",12,1994,12,1,1,0,0,"other",0
"B153","1995-01",13,1995,1,1,3,0,0,"other",0
"B153","1995-02",14,1995,2,2,1,0,0,"other",0
"B153","1995-03",15,1995,3,2,1,0,0,"other",0
"B153","1995-04",16,1995,4,3,1,0,0,"other",0
"B153","1995-05",17,1995,5,0,0,0,0,"other",0
"B153","1995-06",18,1995,6,1,0,0,0,"other",0
"B154","1994-01",1,1994,1,1,2,0,0,"other",0
"B154","1994-02",2,1994,2,2,2,0,0,"other",0
"B154","1994-03",3,1994,3,2,1,0,0,"other",0
"B154","1994-04",4,1994,4,2,1,0,0,"other",0
"B154","1994-05",5,1994,5,2,2,0,0,"other",0
"B154","1994-06",6,1994,6,0,2,0,0,"other",0
"B154","1994-07",7,1994,7,0,2,0,0,"other",0
"B154","1994-08",8,1994,8,4,0,0,0,"other",0
"B154","1994-09",9,1994,9,2,1,0,0,"other",0
"B154","1994-10",10,1994,10,7,2,0,0,"other",0
"B154","1994-11",11,1994,11,2,1,0,0,"other",0
"B154","1994-12",12,1994,12,2,0,0,0,"other",0
"B154","1995-01",13,1995,1,3,3,0,0,"other",0
"B154","1995-02",14,1995,2,7,1,0,0,"other",0
"B154","1995-03",15,1995,3,1,0,0,0,"other",0
"B154","1995-04",16,1995,4,5,3,0,0,"other",0
"B154","1995-05",17,1995,5,4,5,0,0,"other",0
"B154","1995-06",18,1995,6,0,2,0,0,"other",0
"B155","1994-01",1,1994,1,4,0,0,0,"other",1
"B155","1994-02",2,1994,2,5,4,0,0,"other",1
"B155","1994-03",3,1994,3,4,1,0,0,"other",1
"B155","1994-04",4,1994,4,2,2,0,0,"other",1
"B155","1994-05",5,1994,5,4,1,0,0,"other",1
"B155","1994-06",6,1994,6,6,0,0,0,"other",1
"B155","1994-07",7,1994,7,1,1,0,0,"other",1
"B155","1994-08",8,1994,8,2,2,0,0,"other",1
"B155","1994-09",9,1994,9,2,2,0,0,"other",1
"B155","1994-10",10,1994,10,4,1,0,0,"other",1
"B155","1994-11",11,1994,11,1,1,0,0,"other",1
"B155","1994-12",12,1994,12,3,4,0,0,"other",1
"B155","1995-01",13,1995,1,2,3,0,0,"other",1
"B155","1995-02",14,1995,2,4,2,0,0,"other",1
"B155","1995-03",15,1995,3,3,0,0,0,"other",1
"B155","1995-04",16,1995,4,3,1,0,0,"other",1
"B155","1995-05",17,1995,5,1,3,0,0,"other",1
"B155","1995-06",18,1995,6,4,1,0,0,"other",1
"B156","1994-01",1,1994,1,4,1,0,0,"other",0
"B156","1994-02",2,1994,2,3,0,0,0,"other",0
"B156","1994-03",3,1994,3,3,2,0,0,"other",0
"B156","1994-04",4,1994,4,1,0,0,0,"other",0
"B156","1994-05",5,1994,5,7,1,0,0,"other",0
"B156","1994-06",6,1994,6,5,1,0,0,"other",0
"B156","1994-07",7,1994,7,1,1,0,0,"other",0
"B156","1994-08",8,1994,8,2,0,0,0,"other",0
"B156","1994-09",9,1994,9,2,2,0,0,"other",0
"B156","1994-10",10,1994,10,1,0,0,0,"other",0
"B156","1994-11",11,1994,11,3,1,0,0,"other",0
"B156","1994-12",12,1994,12,3,1,0,0,"other",0
"B156","1995-01",13,1995,1,1,3,0,0,"other",0
"B156","1995-02",14,1995,2,2,0,0,0,"other",0
"B156","1995-03",15,1995,3,1,1,0,0,"other",0
"B156","1995-04",16,1995,4,2,1,0,0,"other",0
"B156","1995-05",17,1995,5,0,0,0,0,"other",0
"B156","1995-06",18,1995,6,2,1,0,0,"other",0
"B157","1994-01",1,1994,1,3,1,0,0,"other",0
"B157","1994-02",2,1994,2,2,1,0,0,"other",0
"B157","1994-03",3,1994,3,1,0,0,0,"other",0
"B157","1994-04",4,1994,4,2,3,0,0,"other",0
"B157","1994-05",5,1994,5,2,1,0,0,"other",0
"B157","1994-06",6,1994,6,2,1,0,0,"other",0
"B157","1994-07",7,1994,7,1,1,0,0,"other",0
"B157","1994-08",8,1994,8,1,0,0,0,"other",0
"B157","1994-09",9,1994,9,4,2,0,0,"other",0
"B157","1994-10",10,1994,10,1,1,0,0,"other",0
"B157","1994-11",11,1994,11,4,3,0,0,"other",0
"B157","1994-12",12,1994,12,3,3,0,0,"other",0
"B157","1995-01",13,1995,1,3,3,0,0,"other",0
"B157","1995-02",14,1995,2,4,1,0,0,"other",0
"B157","1995-03",15,1995,3,1,0,0,0,"other",0
"B157","1995-04",16,1995,4,1,0,0,0,"other",0
"B157","1995-05",17,1995,5,2,0,0,0,"other",0
"B157","1995-06",18,1995,6,0,1,0,0,"other",0
"B158","1994-01",1,1994,1,2,0,0,0,"other",1
"B158","1994-02",2,1994,2,2,0,0,0,"other",1
"B158","1994-03",3,1994,3,3,4,0,0,"other",1
"B158","1994-04",4,1994,4,1,3,0,0,"other",1
"B158","1994-05",5,1994,5,0,1,0,0,"other",1
"B158","1994-06",6,1994,6,2,3,0,0,"other",1
"B158","1994-07",7,1994,7,7,0,0,0,"other",1
"B158","1994-08",8,1994,8,0,2,0,0,"other",1
"B158","1994-09",9,1994,9,0,1,0,0,"other",1
"B158","1994-10",10,1994,10,3,3,0,0,"other",1
"B158","1994-11",11,1994,11,0,1,0,0,"other",1
"B158","1994-12",12,1994,12,2,1,0,0,"other",1
"B158","1995-01",13,1995,1,6,3,0,0,"other",1
"B158","1995-02",14,1995,2,2,1,0,0,"other",1
"B158","1995-03",15,1995,3,2,0,0,0,"other",1
"B158","1995-04",16,1995,4,3,1,0,0,"other",1
"B158","1995-05",17,1995,5,0,1,0,0,"other",1
"B158","1995-06",18,1995,6,1,2,0,0,"other",1
"B159","1994-01",1,1994,1,0,1,0,0,"other",0
"B159","1994-02",2,1994,2,3,1,0,0,"other",0
"B159","1994-03",3,1994,3,2,5,0,0,"other",0
"B159","1994-04",4,1994,4,1,1,0,0,"other",0
"B159","1994-05",5,1994,5,3,1,0,0,"other",0
"B159","1994-06",6,1994,6,0,1,0,0,"other",0
"B159","1994-07",7,1994,7,5,4,0,0,"other",0
"B159","1994-08",8,1994,8,3,2,0,0,"other",0
"B159","1994-09",9,1994,9,5,4,0,0,"other",0
"B159","1994-10",10,1994,10,3,1,0,0,"other",0
"B159","1994-11",11,1994,11,2,0,0,0,"other",0
"B159","1994-12",12,1994,12,8,2,0,0,"other",0
"B159","1995-01",13,1995,1,3,0,0,0,"other",0
"B159","1995-02",14,1995,2,3,2,0,0,"other",0
"B159","1995-03",15,1995,3,2,3,0,0,"other",0
"B159","1995-04",16,1995,4,1,1,0,0,"other",0
"B159","1995-05",17,1995,5,1,3,0,0,"other",0
"B159","1995-06",18,1995,6,1,4,0,0,"other",0
"B160","1994-01",1,1994,1,1,4,0,0,"other",0
"B160","1994-02",2,1994,2,1,3,0,0,"other",0
"B160","1994-03",3,1994,3,5,3,0,0,"other",0
"B160","1994-04",4,1994,4,0,0,0,0,"other",0
"B160","1994-05",5,1994,5,1,0,0,0,"other",0
"B160","1994-06",6,1994,6,4,2,0,0,"other",0
"B160","1994-07",7,1994,7,4,1,0,0,"other",0
"B160","1994-08",8,1994,8,3,3,0,0,"other",0
"B160","1994-09",9,1994,9,1,0,0,0,"other",0
"B160","1994-10",10,1994,10,7,1,0,0,"other",0
"B160","1994-11",11,1994,11,3,2,0,0,"other",0
"B160","1994-12",12,1994,12,0,1,0,0,"other",0
"B160","1995-01",13,1995,1,1,1,0,0,"other",0
"B160","1995-02",14,1995,2,2,1,0,0,"other",0
"B160","1995-03",15,1995,3,1,1,0,0,"other",0
"B160","1995-04",16,1995,4,3,0,0,0,"other",0
"B160","1995-05",17,1995,5,2,3,0,0,"other",0
"B160","1995-06",18,1995,6,4,1,0,0,"other",0
"B161","1994-01",1,1994,1,4,2,0,0,"other",1
"B161","1994-02",2,1994,2,3,0,0,0,"other",1
"B161","1994-03",3,1994,3,4,4,0,0,"other",1
"B161","1994-04",4,1994,4,2,0,0,0,"other",1
"B161","1994-05",5,1994,5,1,5,0,0,"other",1
"B161","1994-06",6,1994,6,2,1,0,0,"other",1
"B161","1994-07",7,1994,7,1,2,0,0,"other",1
"B161","1994-08",8,1994,8,2,2,0,0,"other",1
"B161","1994-09",9,1994,9,1,0,0,0,"other",1
"B161","1994-10",10,1994,10,5,2,0,0,"other",1
"B161","1994-11",11,1994,11,0,3,0,0,"other",1
"B161","1994-12",12,1994,12,3,0,0,0,"other",1
"B161","1995-01",13,1995,1,7,1,0,0,"other",1
"B161","1995-02",14,1995,2,3,0,0,0,"other",1
"B161","1995-03",15,1995,3,4,4,0,0,"other",1
"B161","1995-04",16,1995,4,2,1,0,0,"other",1
"B161","1995-05",17,1995,5,4,1,0,0,"other",1
"B161","1995-06",18,1995,6,1,2,0,0,"other",1
"B162","1994-01",1,1994,1,0,1,0,0,"other",1
"B162","1994-02",2,1994,2,6,0,0,0,"other",1
"B162","1994-03",3,1994,3,3,1,0,0,"other",1
"B162","1994-04",4,1994,4,1,3,0,0,"other",1
"B162","1994-05",5,1994,5,2,1,0,0,"other",1
"B162","1994-06",6,1994,6,1,2,0,0,"other",1
"B162","1994-07",7,1994,7,3,2,0,0,"other",1
"B162","1994-08",8,1994,8,3,1,0,0,"other",1
"B162","1994-09",9,1994,9,4,2,0,0,"other",1
"B162","1994-10",10,1994,10,3,1,0,0,"other",1
"B162","1994-11",11,1994,11,0,4,0,0,"other",1
"B162","1994-12",12,1994,12,2,2,0,0,"other",1
"B162","1995-01",13,1995,1,1,2,0,0,"other",1
"B162","1995-02",14,1995,2,3,0,0,0,"other",1
"B162","1995-03",15,1995,3,1,1,0,0,"other",1
"B162","1995-04",16,1995,4,2,2,0,0,"other",1
"B162","1995-05",17,1995,5,0,2,0,0,"other",1
"B162","1995-06",18,1995,6,7,0,0,0,"other",1
"B163","1994-01",1,1994,1,3,2,0,0,"other",0
"B163","1994-02",2,1994,2,5,2,0,0,"other",0
"B163","1994-03",3,1994,3,1,2,0,0,"other",0
"B163","1994-04",4,1994,4,4,3,0,0,"other",0
"B163","1994-05",5,1994,5,1,3,0,0,"other",0
"B163","1994-06",6,1994,6,6,5,0,0,"other",0
"B163","1994-07",7,1994,7,2,2,0,0,"other",0
"B163","1994-08",8,1994,8,5,5,0,0,"other",0
"B163","1994-09",9,1994,9,1,2,0,0,"other",0
"B163","1994-10",10,1994,10,4,3,0,0,"other",0
"B163","1994-11",11,1994,11,2,1,0,0,"other",0
"B163","1994-12",12,1994,12,1,0,0,0,"other",0
"B163","1995-01",13,1995,1,3,4,0,0,"other",0
"B163","1995-02",14,1995,2,4,2,0,0,"other",0
"B163","1995-03",15,1995,3,3,3,0,0,"other",0
"B163","1995-04",16,1995,4,2,1,0,0,"other",0
"B163","1995-05",17,1995,5,3,3,0,0,"other",0
"B163","1995-06",18,1995,6,2,1,0,0,"other",0
"B164","1994-01",1,1994,1,2,0,0,0,"other",1
"B164","1994-02",2,1994,2,2,2,0,0,"other",1
"B164","1994-03",3,1994,3,2,3,0,0,"other",1
"B164","1994-04",4,1994,4,4,3,0,0,"other",1
"B164","1994-05",5,1994,5,1,0,0,0,"other",1
"B164","1994-06",6,1994,6,5,2,0,0,"other",1
"B164","1994-07",7,1994,7,4,1,0,0,"other",1
"B164","1994-08",8,1994,8,3,1,0,0,"other",1
"B164","1994-09",9,1994,9,0,2,0,0,"other",1
"B164","1994-10",10,1994,10,2,2,0,0,"other",1
"B164","1994-11",11,1994,11,2,0,0,0,"other",1
"B164","1994-12",12,1994,12,2,3,0,0,"other",1
"B164","1995-01",13,1995,1,3,3,0,0,"other",1
"B164","1995-02",14,1995,2,1,1,0,0,"other",1
"B164","1995-03",15,1995,3,1,2,0,0,"other",1
"B164","1995-04",16,1995,4,2,4,0,0,"other",1
"B164","1995-05",17,1995,5,2,2,0,0,"other",1
"B164","1995-06",18,1995,6,2,1,0,0,"other",1
"B165","1994-01",1,1994,1,3,2,0,0,"other",0
"B165","1994-02",2,1994,2,0,0,0,0,"other",0
"B165","1994-03",3,1994,3,5,0,0,0,"other",0
"B165","1994-04",4,1994,4,2,0,0,0,"other",0
"B165","1994-05",5,1994,5,4,1,0,0,"other",0
"B165","1994-06",6,1994,6,1,1,0,0,"other",0
"B165","1994-07",7,1994,7,5,1,0,0,"other",0
"B165","1994-08",8,1994,8,0,1,0,0,"other",0
"B165","1994-09",9,1994,9,2,1,0,0,"other",0
"B165","1994-10",10,1994,10,2,2,0,0,"other",0
"B165","1994-11",11,1994,11,3,1,0,0,"other",0
"B165","1994-12",12,1994,12,0,5,0,0,"other",0
"B165","1995-01",13,1995,1,1,1,0,0,"other",0
"B165","1995-02",14,1995,2,2,1,0,0,"other",0
"B165","1995-03",15,1995,3,2,1,0,0,"other",0
"B165","1995-04",16,1995,4,5,3,0,0,"other",0
"B165","1995-05",17,1995,5,7,1,0,0,"other",0
"B165","1995-06",18,1995,6,2,4,0,0,"other",0
"B166","1994-01",1,1994,1,1,2,0,0,"other",1
"B166","1994-02",2,1994,2,4,1,0,0,"other",1
"B166","1994-03",3,1994,3,4,2,0,0,"other",1
"B166","1994-04",4,1994,4,4,1,0,0,"other",1
"B166","1994-05",5,1994,5,3,0,0,0,"other",1
"B166","1994-06",6,1994,6,1,1,0,0,"other",1
"B166","1994-07",7,1994,7,2,0,0,0,"other",1
"B166","1994-08",8,1994,8,3,0,0,0,"other",1
"B166","1994-09",9,1994,9,5,1,0,0,"other",1
"B166","1994-10",10,1994,10,2,0,0,0,"other",1
"B166","1994-11",11,1994,11,0,6,0,0,"other",1
"B166","1994-12",12,1994,12,2,2,0,0,"other",1
"B166","1995-01",13,1995,1,3,1,0,0,"other",1
"B166","1995-02",14,1995,2,2,2,0,0,"other",1
"B166","1995-03",15,1995,3,2,1,0,0,"other",1
"B166","1995-04",16,1995,4,1,1,0,0,"other",1
"B166","1995-05",17,1995,5,0,3,0,0,"other",1
"B166","1995-06",18,1995,6,4,1,0,0,"other",1
"B167","1994-01",1,1994,1,2,0,0,0,"other",0
"B167","1994-02",2,1994,2,2,0,0,0,"other",0
"B167","1994-03",3,1994,3,1,0,0,0,"other",0
"B167","1994-04",4,1994,4,0,2,0,0,"other",0
"B167","1994-05",5,1994,5,2,1,0,0,"other",0
"B167","1994-06",6,1994,6,2,0,0,0,"other",0
"B167","1994-07",7,1994,7,0,1,0,0,"other",0
"B167","1994-08",8,1994,8,1,0,0,0,"other",0
"B167","1994-09",9,1994,9,0,0,0,0,"other",0
"B167","1994-10",10,1994,10,1,2,0,0,"other",0
"B167","1994-11",11,1994,11,3,2,0,0,"other",0
"B167","1994-12",12,1994,12,1,0,0,0,"other",0
"B167","1995-01",13,1995,1,2,1,0,0,"other",0
"B167","1995-02",14,1995,2,4,0,0,0,"other",0
"B167","1995-03",15,1995,3,2,1,0,0,"other",0
"B167","1995-04",16,1995,4,3,2,0,0,"other",0
"B167","1995-05",17,1995,5,2,0,0,0,"other",0
"B167","1995-06",18,1995,6,0,0,0,0,"other",0
"B168","1994-01",1,1994,1,4,0,0,0,"other",1
"B168","1994-02",2,1994,2,4,5,0,0,"other",1
"B168","1994-03",3,1994,3,4,3,0,0,"other",1
"B168","1994-04",4,1994,4,4,1,0,0,"other",1
"B168","1994-05",5,1994,5,2,1,0,0,"other",1
"B168","1994-06",6,1994,6,3,3,0,0,"other",1
"B168","1994-07",7,1994,7,4,4,0,0,"other",1
"B168","1994-08",8,1994,8,3,1,0,0,"other",1
"B168","1994-09",9,1994,9,3,0,0,0,"other",1
"B168","1994-10",10,1994,10,7,4,0,0,"other",1
"B168","1994-11",11,1994,11,0,0,0,0,"other",1
"B168","1994-12",12,1994,12,1,0,0,0,"other",1
"B168","1995-01",13,1995,1,2,2,0,0,"other",1
"B168","1995-02",14,1995,2,1,2,0,0,"other",1
"B168","1995-03",15,1995,3,1,4,0,0,"other",1
"B168","1995-04",16,1995,4,0,2,0,0,"other",1
"B168","1995-05",17,1995,5,2,2,0,0,"other",1
"B168","1995-06",18,1995,6,2,1,0,0,"other",1
"B169","1994-01",1,1994,1,3,4,0,0,"other",1
"B169","1994-02",2,1994,2,1,6,0,0,"other",1
"B169","1994-03",3,1994,3,1,2,0,0,"other",1
"B169","1994-04",4,1994,4,3,1,0,0,"other",1
"B169","1994-05",5,1994,5,1,0,0,0,"other",1
"B169","1994-06",6,1994,6,2,1,0,0,"other",1
"B169","1994-07",7,1994,7,3,1,0,0,"other",1
"B169","1994-08",8,1994,8,1,2,0,0,"other",1
"B169","1994-09",9,1994,9,2,2,0,0,"other",1
"B169","1994-10",10,1994,10,3,1,0,0,"other",1
"B169","1994-11",11,1994,11,3,1,0,0,"other",1
"B169","1994-12",12,1994,12,4,3,0,0,"other",1
"B169","1995-01",13,1995,1,1,1,0,0,"other",1
"B169","1995-02",14,1995,2,2,5,0,0,"other",1
"B169","1995-03",15,1995,3,1,1,0,0,"other",1
"B169","1995-04",16,1995,4,3,1,0,0,"other",1
"B169","1995-05",17,1995,5,3,4,0,0,"other",1
"B169","1995-06",18,1995,6,3,1,0,0,"other",1
"B170","1994-01",1,1994,1,1,3,0,0,"other",0
"B170","1994-02",2,1994,2,4,0,0,0,"other",0
"B170","1994-03",3,1994,3,4,1,0,0,"other",0
"B170","1994-04",4,1994,4,1,5,0,0,"other",0
"B170","1994-05",5,1994,5,2,1,0,0,"other",0
"B170","1994-06",6,1994,6,3,0,0,0,"other",0
"B170","1994-07",7,1994,7,1,0,0,0,"other",0
"B170","1994-08",8,1994,8,1,1,0,0,"other",0
"B170","1994-09",9,1994,9,2,2,0,0,"other",0
"B170","1994-10",10,1994,10,0,2,0,0,"other",0
"B170","1994-11",11,1994,11,2,1,0,0,"other",0
"B170","1994-12",12,1994,12,1,0,0,0,"other",0
"B170","1995-01",13,1995,1,2,0,0,0,"other",0
"B170","1995-02",14,1995,2,3,2,0,0,"other",0
"B170","1995-03",15,1995,3,2,1,0,0,"other",0
"B170","1995-04",16,1995,4,4,1,0,0,"other",0
"B170","1995-05",17,1995,5,2,3,0,0,"other",0
"B170","1995-06",18,1995,6,0,2,0,0,"other",0
"B171","1994-01",1,1994,1,2,0,0,0,"other",0
"B171","1994-02",2,1994,2,1,2,0,0,"other",0
"B171","1994-03",3,1994,3,3,0,0,0,"other",0
"B171","1994-04",4,1994,4,3,0,0,0,"other",0
"B171","1994-05",5,1994,5,2,0,0,0,"other",0
"B171","1994-06",6,1994,6,2,2,0,0,"other",0
"B171","1994-07",7,1994,7,1,2,0,0,"other",0
"B171","1994-08",8,1994,8,1,1,0,0,"other",0
"B171","1994-09",9,1994,9,1,1,0,0,"other",0
"B171","1994-10",10,1994,10,1,1,0,0,"other",0
"B171","1994-11",11,1994,11,3,1,0,0,"other",0
"B171","1994-12",12,1994,12,0,1,0,0,"other",0
"B171","1995-01",13,1995,1,1,0,0,0,"other",0
"B171","1995-02",14,1995,2,2,0,0,0,"other",0
"B171","1995-03",15,1995,3,2,0,0,0,"other",0
"B171","1995-04",16,1995,4,4,1,0,0,"other",0
"B171","1995-05",17,1995,5,3,1,0,0,"other",0
"B171","1995-06",18,1995,6,2,1,0,0,"other",0
"B172","1994-01",1,1994,1,4,0,0,0,"other",1
"B172","1994-02",2,1994,2,7,4,0,0,"other",1
"B172","1994-03",3,1994,3,3,2,0,0,"other",1
"B172","1994-04",4,1994,4,1,0,0,0,"other",1
"B172","1994-05",5,1994,5,7,1,0,0,"other",1
"B172","1994-06",6,1994,6,0,2,0,0,"other",1
"B172","1994-07",7,1994,7,4,0,0,0,"other",1
"B172","1994-08",8,1994,8,5,1,0,0,"other",1
"B172","1994-09",9,1994,9,4,6,0,0,"other",1
"B172","1994-10",10,1994,10,3,2,0,0,"other",1
"B172","1994-11",11,1994,11,6,3,0,0,"other",1
"B172","1994-12",12,1994,12,6,2,0,0,"other",1
"B172","1995-01",13,1995,1,3,4,0,0,"other",1
"B172","1995-02",14,1995,2,4,3,0,0,"other",1
"B172","1995-03",15,1995,3,5,1,0,0,"other",1
"B172","1995-04",16,1995,4,2,0,0,0,"other",1
"B172","1995-05",17,1995,5,1,2,0,0,"other",1
"B172","1995-06",18,1995,6,3,2,0,0,"other",1
"B173","1994-01",1,1994,1,7,0,0,0,"other",0
"B173","1994-02",2,1994,2,5,2,0,0,"other",0
"B173","1994-03",3,1994,3,1,0,0,0,"other",0
"B173","1994-04",4,1994,4,1,3,0,0,"other",0
"B173","1994-05",5,1994,5,3,1,0,0,"other",0
"B173","1994-06",6,1994,6,2,2,0,0,"other",0
"B173","1994-07",7,1994,7,1,3,0,0,"other",0
"B173","1994-08",8,1994,8,2,0,0,0,"other",0
"B173","1994-09",9,1994,9,3,1,0,0,"other",0
"B173","1994-10",10,1994,10,1,2,0,0,"other",0
"B173","1994-11",11,1994,11,0,0,0,0,"other",0
"B173","1994-12",12,1994,12,1,4,0,0,"other",0
"B173","1995-01",13,1995,1,3,3,0,0,"other",0
"B173","1995-02",14,1995,2,5,3,0,0,"other",0
"B173","1995-03",15,1995,3,2,3,0,0,"other",0
"B173","1995-04",16,1995,4,2,1,0,0,"other",0
"B173","1995-05",17,1995,5,3,2,0,0,"other",0
"B173","1995-06",18,1995,6,3,2,0,0,"other",0
"B174","1994-01",1,1994,1,1,3,0,0,"other",0
"B174","1994-02",2,1994,2,4,3,0,0,"other",0
"B174","1994-03",3,1994,3,3,1,0,0,"other",0
"B174","1994-04",4,1994,4,1,2,0,0,"other",0
"B174","1994-05",5,1994,5,2,1,0,0,"other",0
"B174","1994-06",6,1994,6,2,2,0,0,"other",0
"B174","1994-07",7,1994,7,2,1,0,0,"other",0
"B174","1994-08",8,1994,8,2,3,0,0,"other",0
"B174","1994-09",9,1994,9,4,2,0,0,"other",0
"B174","1994-10",10,1994,10,2,1,0,0,"other",0
"B174","1994-11",11,1994,11,5,1,0,0,"other",0
"B174","1994-12",12,1994,12,6,1,0,0,"other",0
"B174","1995-01",13,1995,1,0,3,0,0,"other",0
"B174","1995-02",14,1995,2,1,2,0,0,"other",0
"B174","1995-03",15,1995,3,1,1,0,0,"other",0
"B174","1995-04",16,1995,4,3,1,0,0,"other",0
"B174","1995-05",17,1995,5,6,3,0,0,"other",0
"B174","1995-06",18,1995,6,1,2,0,0,"other",0
"B175","1994-01",1,1994,1,1,0,0,0,"other",0
"B175","1994-02",2,1994,2,5,2,0,0,"other",0
"B175","1994-03",3,1994,3,2,1,0,0,"other",0
