"market_id","market_name","period","period_index","year","quarter","teen_birth_rate","mtv_rating_pre","unemployment_rate"
"DMA036","メディア市場36","2010 Q2",14,2010,2,39.577,18.61,6.84
"DMA036","メディア市場36","2010 Q3",15,2010,3,40.128,18.61,7.41
"DMA036","メディア市場36","2010 Q4",16,2010,4,41.966,18.61,7.25
"DMA036","メディア市場36","2011 Q1",17,2011,1,42.635,18.61,7.24
"DMA036","メディア市場36","2011 Q2",18,2011,2,41.184,18.61,6.99
"DMA036","メディア市場36","2011 Q3",19,2011,3,40.397,18.61,7.16
"DMA036","メディア市場36","2011 Q4",20,2011,4,39.697,18.61,7.35
"DMA037","メディア市場37","2007 Q1",1,2007,1,45.359,15.41,6.09
"DMA037","メディア市場37","2007 Q2",2,2007,2,45.157,15.41,6.07
"DMA037","メディア市場37","2007 Q3",3,2007,3,45.339,15.41,6.43
"DMA037","メディア市場37","2007 Q4",4,2007,4,43.975,15.41,6.29
"DMA037","メディア市場37","2008 Q1",5,2008,1,44.658,15.41,6.19
"DMA037","メディア市場37","2008 Q2",6,2008,2,42.638,15.41,6.42
"DMA037","メディア市場37","2008 Q3",7,2008,3,44.612,15.41,6.52
"DMA037","メディア市場37","2008 Q4",8,2008,4,44.525,15.41,7.06
"DMA037","メディア市場37","2009 Q1",9,2009,1,43.945,15.41,6.26
"DMA037","メディア市場37","2009 Q2",10,2009,2,43.022,15.41,6.71
"DMA037","メディア市場37","2009 Q3",11,2009,3,43.38,15.41,7.19
"DMA037","メディア市場37","2009 Q4",12,2009,4,42.956,15.41,7.47
"DMA037","メディア市場37","2010 Q1",13,2010,1,43.489,15.41,6.7
"DMA037","メディア市場37","2010 Q2",14,2010,2,42.476,15.41,7.08
"DMA037","メディア市場37","2010 Q3",15,2010,3,41.797,15.41,6.63
"DMA037","メディア市場37","2010 Q4",16,2010,4,42.687,15.41,7.56
"DMA037","メディア市場37","2011 Q1",17,2011,1,42.543,15.41,6.94
"DMA037","メディア市場37","2011 Q2",18,2011,2,40.544,15.41,7.34
"DMA037","メディア市場37","2011 Q3",19,2011,3,41.797,15.41,6.98
"DMA037","メディア市場37","2011 Q4",20,2011,4,41.2,15.41,6.61
"DMA038","メディア市場38","2007 Q1",1,2007,1,46.58,16.33,6.11
"DMA038","メディア市場38","2007 Q2",2,2007,2,44.78,16.33,5.92
"DMA038","メディア市場38","2007 Q3",3,2007,3,45.834,16.33,6.4
"DMA038","メディア市場38","2007 Q4",4,2007,4,45.969,16.33,6.01
"DMA038","メディア市場38","2008 Q1",5,2008,1,45.184,16.33,6.55
"DMA038","メディア市場38","2008 Q2",6,2008,2,44.756,16.33,6.58
"DMA038","メディア市場38","2008 Q3",7,2008,3,44.845,16.33,6.39
"DMA038","メディア市場38","2008 Q4",8,2008,4,44.655,16.33,7.01
"DMA038","メディア市場38","2009 Q1",9,2009,1,44.999,16.33,6.65
"DMA038","メディア市場38","2009 Q2",10,2009,2,43.988,16.33,6.94
"DMA038","メディア市場38","2009 Q3",11,2009,3,43.051,16.33,7.11
"DMA038","メディア市場38","2009 Q4",12,2009,4,44.271,16.33,6.4
"DMA038","メディア市場38","2010 Q1",13,2010,1,43.736,16.33,6.61
"DMA038","メディア市場38","2010 Q2",14,2010,2,43.998,16.33,6.89
"DMA038","メディア市場38","2010 Q3",15,2010,3,44.488,16.33,7.51
"DMA038","メディア市場38","2010 Q4",16,2010,4,43.796,16.33,7.44
"DMA038","メディア市場38","2011 Q1",17,2011,1,42.831,16.33,7.38
"DMA038","メディア市場38","2011 Q2",18,2011,2,42.844,16.33,6.81
"DMA038","メディア市場38","2011 Q3",19,2011,3,40.023,16.33,7.05
"DMA038","メディア市場38","2011 Q4",20,2011,4,41.644,16.33,8.24
"DMA039","メディア市場39","2007 Q1",1,2007,1,39.246,5,6.57
"DMA039","メディア市場39","2007 Q2",2,2007,2,39.325,5,6.1
"DMA039","メディア市場39","2007 Q3",3,2007,3,38.953,5,6.02
"DMA039","メディア市場39","2007 Q4",4,2007,4,41.011,5,6.14
"DMA039","メディア市場39","2008 Q1",5,2008,1,38.882,5,5.32
"DMA039","メディア市場39","2008 Q2",6,2008,2,37.397,5,6.39
"DMA039","メディア市場39","2008 Q3",7,2008,3,38.189,5,5.61
"DMA039","メディア市場39","2008 Q4",8,2008,4,38.378,5,5.92
"DMA039","メディア市場39","2009 Q1",9,2009,1,40.417,5,6.5
"DMA039","メディア市場39","2009 Q2",10,2009,2,37.374,5,5.43
"DMA039","メディア市場39","2009 Q3",11,2009,3,37.962,5,6.03
"DMA039","メディア市場39","2009 Q4",12,2009,4,39.896,5,6.15
"DMA039","メディア市場39","2010 Q1",13,2010,1,39.563,5,6.22
"DMA039","メディア市場39","2010 Q2",14,2010,2,38.226,5,6.65
"DMA039","メディア市場39","2010 Q3",15,2010,3,39.229,5,6.49
"DMA039","メディア市場39","2010 Q4",16,2010,4,38.734,5,6.34
"DMA039","メディア市場39","2011 Q1",17,2011,1,39.348,5,7.14
"DMA039","メディア市場39","2011 Q2",18,2011,2,38.868,5,6.95
"DMA039","メディア市場39","2011 Q3",19,2011,3,38.607,5,6.88
"DMA039","メディア市場39","2011 Q4",20,2011,4,39.126,5,6.81
"DMA040","メディア市場40","2007 Q1",1,2007,1,37.885,4.56,5.32
"DMA040","メディア市場40","2007 Q2",2,2007,2,37.73,4.56,5.72
"DMA040","メディア市場40","2007 Q3",3,2007,3,37.589,4.56,5.5
"DMA040","メディア市場40","2007 Q4",4,2007,4,37.26,4.56,5.77
"DMA040","メディア市場40","2008 Q1",5,2008,1,39.499,4.56,6.14
"DMA040","メディア市場40","2008 Q2",6,2008,2,38.225,4.56,6.36
"DMA040","メディア市場40","2008 Q3",7,2008,3,37.536,4.56,6.32
"DMA040","メディア市場40","2008 Q4",8,2008,4,36.652,4.56,6.88
"DMA040","メディア市場40","2009 Q1",9,2009,1,37.091,4.56,6.18
"DMA040","メディア市場40","2009 Q2",10,2009,2,36.25,4.56,6
"DMA040","メディア市場40","2009 Q3",11,2009,3,36.363,4.56,6.32
"DMA040","メディア市場40","2009 Q4",12,2009,4,37.019,4.56,6.25
"DMA040","メディア市場40","2010 Q1",13,2010,1,37.044,4.56,6.09
"DMA040","メディア市場40","2010 Q2",14,2010,2,37.242,4.56,6.44
"DMA040","メディア市場40","2010 Q3",15,2010,3,36.984,4.56,6.33
"DMA040","メディア市場40","2010 Q4",16,2010,4,38.607,4.56,6.88
"DMA040","メディア市場40","2011 Q1",17,2011,1,37.626,4.56,6.48
"DMA040","メディア市場40","2011 Q2",18,2011,2,35.419,4.56,7.07
"DMA040","メディア市場40","2011 Q3",19,2011,3,37.925,4.56,6.09
"DMA040","メディア市場40","2011 Q4",20,2011,4,37.094,4.56,6.58
"DMA041","メディア市場41","2007 Q1",1,2007,1,41.06,10.61,5.3
"DMA041","メディア市場41","2007 Q2",2,2007,2,40.033,10.61,5.62
"DMA041","メディア市場41","2007 Q3",3,2007,3,37.413,10.61,6.52
"DMA041","メディア市場41","2007 Q4",4,2007,4,38.925,10.61,5.69
"DMA041","メディア市場41","2008 Q1",5,2008,1,37.31,10.61,6.23
"DMA041","メディア市場41","2008 Q2",6,2008,2,37.505,10.61,6.27
"DMA041","メディア市場41","2008 Q3",7,2008,3,36.988,10.61,5.99
"DMA041","メディア市場41","2008 Q4",8,2008,4,38.14,10.61,5.9
"DMA041","メディア市場41","2009 Q1",9,2009,1,37.088,10.61,6.53
"DMA041","メディア市場41","2009 Q2",10,2009,2,36.153,10.61,6.26
"DMA041","メディア市場41","2009 Q3",11,2009,3,36.33,10.61,6.26
"DMA041","メディア市場41","2009 Q4",12,2009,4,38.147,10.61,6.88
"DMA041","メディア市場41","2010 Q1",13,2010,1,37.254,10.61,6.2
"DMA041","メディア市場41","2010 Q2",14,2010,2,37.256,10.61,5.42
"DMA041","メディア市場41","2010 Q3",15,2010,3,35.433,10.61,5.99
"DMA041","メディア市場41","2010 Q4",16,2010,4,36.889,10.61,6.54
"DMA041","メディア市場41","2011 Q1",17,2011,1,36.599,10.61,6.18
"DMA041","メディア市場41","2011 Q2",18,2011,2,36.181,10.61,7.24
"DMA041","メディア市場41","2011 Q3",19,2011,3,35.824,10.61,6.97
"DMA041","メディア市場41","2011 Q4",20,2011,4,34.623,10.61,7.43
"DMA042","メディア市場42","2007 Q1",1,2007,1,46.743,15.03,5.85
"DMA042","メディア市場42","2007 Q2",2,2007,2,47.343,15.03,7.07
"DMA042","メディア市場42","2007 Q3",3,2007,3,44.175,15.03,6.65
"DMA042","メディア市場42","2007 Q4",4,2007,4,45.148,15.03,6.5
"DMA042","メディア市場42","2008 Q1",5,2008,1,43.765,15.03,6.19
"DMA042","メディア市場42","2008 Q2",6,2008,2,44.584,15.03,6.01
"DMA042","メディア市場42","2008 Q3",7,2008,3,44.918,15.03,6.23
"DMA042","メディア市場42","2008 Q4",8,2008,4,44.211,15.03,6.47
"DMA042","メディア市場42","2009 Q1",9,2009,1,44.176,15.03,6.91
"DMA042","メディア市場42","2009 Q2",10,2009,2,43.509,15.03,6.83
"DMA042","メディア市場42","2009 Q3",11,2009,3,44.189,15.03,6.54
"DMA042","メディア市場42","2009 Q4",12,2009,4,41.825,15.03,6.13
"DMA042","メディア市場42","2010 Q1",13,2010,1,43.083,15.03,6.97
"DMA042","メディア市場42","2010 Q2",14,2010,2,45.113,15.03,6.88
"DMA042","メディア市場42","2010 Q3",15,2010,3,42.412,15.03,6.96
"DMA042","メディア市場42","2010 Q4",16,2010,4,42.964,15.03,7.22
"DMA042","メディア市場42","2011 Q1",17,2011,1,41.93,15.03,7.29
"DMA042","メディア市場42","2011 Q2",18,2011,2,42.595,15.03,7.51
"DMA042","メディア市場42","2011 Q3",19,2011,3,42.431,15.03,7.06
"DMA042","メディア市場42","2011 Q4",20,2011,4,40.049,15.03,7.77
"DMA043","メディア市場43","2007 Q1",1,2007,1,43.507,9.76,6.27
"DMA043","メディア市場43","2007 Q2",2,2007,2,41.664,9.76,5.68
"DMA043","メディア市場43","2007 Q3",3,2007,3,42.829,9.76,5.71
"DMA043","メディア市場43","2007 Q4",4,2007,4,42.3,9.76,5.97
"DMA043","メディア市場43","2008 Q1",5,2008,1,42.198,9.76,6.43
"DMA043","メディア市場43","2008 Q2",6,2008,2,41.681,9.76,6.12
"DMA043","メディア市場43","2008 Q3",7,2008,3,40.922,9.76,6.11
"DMA043","メディア市場43","2008 Q4",8,2008,4,40.77,9.76,6.8
"DMA043","メディア市場43","2009 Q1",9,2009,1,42.247,9.76,6.74
"DMA043","メディア市場43","2009 Q2",10,2009,2,38.745,9.76,6.7
"DMA043","メディア市場43","2009 Q3",11,2009,3,40.278,9.76,6.03
"DMA043","メディア市場43","2009 Q4",12,2009,4,41.614,9.76,6.38
"DMA043","メディア市場43","2010 Q1",13,2010,1,40.993,9.76,6.99
"DMA043","メディア市場43","2010 Q2",14,2010,2,39.757,9.76,6.88
"DMA043","メディア市場43","2010 Q3",15,2010,3,42.884,9.76,6.85
"DMA043","メディア市場43","2010 Q4",16,2010,4,39.084,9.76,6.89
"DMA043","メディア市場43","2011 Q1",17,2011,1,41.141,9.76,7.22
"DMA043","メディア市場43","2011 Q2",18,2011,2,39.617,9.76,6.82
"DMA043","メディア市場43","2011 Q3",19,2011,3,40.098,9.76,6.81
"DMA043","メディア市場43","2011 Q4",20,2011,4,40.616,9.76,6.85
"DMA044","メディア市場44","2007 Q1",1,2007,1,46.989,15.34,6.43
"DMA044","メディア市場44","2007 Q2",2,2007,2,47.621,15.34,6.16
"DMA044","メディア市場44","2007 Q3",3,2007,3,45.705,15.34,6.12
"DMA044","メディア市場44","2007 Q4",4,2007,4,47.752,15.34,6.34
"DMA044","メディア市場44","2008 Q1",5,2008,1,47.264,15.34,6.56
"DMA044","メディア市場44","2008 Q2",6,2008,2,46.65,15.34,6.66
"DMA044","メディア市場44","2008 Q3",7,2008,3,44.877,15.34,6.95
"DMA044","メディア市場44","2008 Q4",8,2008,4,45.797,15.34,6.28
"DMA044","メディア市場44","2009 Q1",9,2009,1,46.897,15.34,6.17
"DMA044","メディア市場44","2009 Q2",10,2009,2,45.563,15.34,6.28
"DMA044","メディア市場44","2009 Q3",11,2009,3,44.009,15.34,7.15
"DMA044","メディア市場44","2009 Q4",12,2009,4,44.601,15.34,6.95
"DMA044","メディア市場44","2010 Q1",13,2010,1,45.689,15.34,6.75
"DMA044","メディア市場44","2010 Q2",14,2010,2,43.843,15.34,7.08
"DMA044","メディア市場44","2010 Q3",15,2010,3,44.134,15.34,7.41
"DMA044","メディア市場44","2010 Q4",16,2010,4,43.568,15.34,7.26
"DMA044","メディア市場44","2011 Q1",17,2011,1,44.906,15.34,7.16
"DMA044","メディア市場44","2011 Q2",18,2011,2,43.96,15.34,7.25
"DMA044","メディア市場44","2011 Q3",19,2011,3,42.496,15.34,7.79
"DMA044","メディア市場44","2011 Q4",20,2011,4,42.062,15.34,6.96
"DMA045","メディア市場45","2007 Q1",1,2007,1,39.723,6.55,5.33
"DMA045","メディア市場45","2007 Q2",2,2007,2,41.992,6.55,6.54
"DMA045","メディア市場45","2007 Q3",3,2007,3,40.186,6.55,5.97
"DMA045","メディア市場45","2007 Q4",4,2007,4,41.029,6.55,6.23
"DMA045","メディア市場45","2008 Q1",5,2008,1,40.498,6.55,6.15
"DMA045","メディア市場45","2008 Q2",6,2008,2,40.946,6.55,5.57
"DMA045","メディア市場45","2008 Q3",7,2008,3,40.319,6.55,5.72
"DMA045","メディア市場45","2008 Q4",8,2008,4,39.733,6.55,5.8
"DMA045","メディア市場45","2009 Q1",9,2009,1,39.603,6.55,5.9
"DMA045","メディア市場45","2009 Q2",10,2009,2,40.927,6.55,6.15
"DMA045","メディア市場45","2009 Q3",11,2009,3,38.725,6.55,6.06
"DMA045","メディア市場45","2009 Q4",12,2009,4,39.333,6.55,6.41
"DMA045","メディア市場45","2010 Q1",13,2010,1,39.974,6.55,6.06
"DMA045","メディア市場45","2010 Q2",14,2010,2,40.165,6.55,6.42
"DMA045","メディア市場45","2010 Q3",15,2010,3,39.368,6.55,5.75
"DMA045","メディア市場45","2010 Q4",16,2010,4,37.372,6.55,6.07
"DMA045","メディア市場45","2011 Q1",17,2011,1,39.489,6.55,6.72
"DMA045","メディア市場45","2011 Q2",18,2011,2,41.383,6.55,6.81
"DMA045","メディア市場45","2011 Q3",19,2011,3,39.159,6.55,7.06
"DMA045","メディア市場45","2011 Q4",20,2011,4,39.435,6.55,6.65
"DMA046","メディア市場46","2007 Q1",1,2007,1,42.627,11.63,5.79
"DMA046","メディア市場46","2007 Q2",2,2007,2,43.556,11.63,6.11
"DMA046","メディア市場46","2007 Q3",3,2007,3,42.623,11.63,6.2
"DMA046","メディア市場46","2007 Q4",4,2007,4,41.162,11.63,6.69
"DMA046","メディア市場46","2008 Q1",5,2008,1,44.335,11.63,5.67
"DMA046","メディア市場46","2008 Q2",6,2008,2,41.264,11.63,5.59
"DMA046","メディア市場46","2008 Q3",7,2008,3,42.176,11.63,6.28
"DMA046","メディア市場46","2008 Q4",8,2008,4,41.416,11.63,5.72
"DMA046","メディア市場46","2009 Q1",9,2009,1,40.513,11.63,5.91
"DMA046","メディア市場46","2009 Q2",10,2009,2,40.176,11.63,6.55
"DMA046","メディア市場46","2009 Q3",11,2009,3,41.882,11.63,6.17
"DMA046","メディア市場46","2009 Q4",12,2009,4,40.95,11.63,6.35
"DMA046","メディア市場46","2010 Q1",13,2010,1,41.269,11.63,6.84
"DMA046","メディア市場46","2010 Q2",14,2010,2,39.064,11.63,7.12
"DMA046","メディア市場46","2010 Q3",15,2010,3,40.738,11.63,6.17
"DMA046","メディア市場46","2010 Q4",16,2010,4,41.214,11.63,7.02
"DMA046","メディア市場46","2011 Q1",17,2011,1,41.5,11.63,6.55
"DMA046","メディア市場46","2011 Q2",18,2011,2,40.91,11.63,7.05
"DMA046","メディア市場46","2011 Q3",19,2011,3,39.925,11.63,6.48
"DMA046","メディア市場46","2011 Q4",20,2011,4,37.926,11.63,6.7
"DMA047","メディア市場47","2007 Q1",1,2007,1,39.071,6.19,5.44
"DMA047","メディア市場47","2007 Q2",2,2007,2,39.211,6.19,6.01
"DMA047","メディア市場47","2007 Q3",3,2007,3,38.415,6.19,5.82
"DMA047","メディア市場47","2007 Q4",4,2007,4,39.655,6.19,5.8
"DMA047","メディア市場47","2008 Q1",5,2008,1,38.652,6.19,6.72
"DMA047","メディア市場47","2008 Q2",6,2008,2,38.148,6.19,5.41
"DMA047","メディア市場47","2008 Q3",7,2008,3,37.584,6.19,6.21
"DMA047","メディア市場47","2008 Q4",8,2008,4,39.437,6.19,6.47
"DMA047","メディア市場47","2009 Q1",9,2009,1,38.921,6.19,6.68
"DMA047","メディア市場47","2009 Q2",10,2009,2,36.269,6.19,6.02
"DMA047","メディア市場47","2009 Q3",11,2009,3,39.062,6.19,6.3
"DMA047","メディア市場47","2009 Q4",12,2009,4,39.45,6.19,6.14
"DMA047","メディア市場47","2010 Q1",13,2010,1,40.135,6.19,6.5
"DMA047","メディア市場47","2010 Q2",14,2010,2,37.35,6.19,6.59
"DMA047","メディア市場47","2010 Q3",15,2010,3,37.709,6.19,6.38
"DMA047","メディア市場47","2010 Q4",16,2010,4,38.778,6.19,6.57
"DMA047","メディア市場47","2011 Q1",17,2011,1,37.588,6.19,6.53
"DMA047","メディア市場47","2011 Q2",18,2011,2,39.686,6.19,6.86
"DMA047","メディア市場47","2011 Q3",19,2011,3,38.295,6.19,7.48
"DMA047","メディア市場47","2011 Q4",20,2011,4,37.387,6.19,6.98
"DMA048","メディア市場48","2007 Q1",1,2007,1,37.454,4.56,5.7
"DMA048","メディア市場48","2007 Q2",2,2007,2,37.075,4.56,5.4
"DMA048","メディア市場48","2007 Q3",3,2007,3,37.031,4.56,5.95
"DMA048","メディア市場48","2007 Q4",4,2007,4,37.989,4.56,6.24
"DMA048","メディア市場48","2008 Q1",5,2008,1,37.046,4.56,6.27
"DMA048","メディア市場48","2008 Q2",6,2008,2,36.251,4.56,5.99
"DMA048","メディア市場48","2008 Q3",7,2008,3,36.315,4.56,6.2
"DMA048","メディア市場48","2008 Q4",8,2008,4,35.965,4.56,5.87
"DMA048","メディア市場48","2009 Q1",9,2009,1,36.315,4.56,5.99
"DMA048","メディア市場48","2009 Q2",10,2009,2,35.176,4.56,6.96
"DMA048","メディア市場48","2009 Q3",11,2009,3,36.121,4.56,5.8
"DMA048","メディア市場48","2009 Q4",12,2009,4,35.685,4.56,6.74
"DMA048","メディア市場48","2010 Q1",13,2010,1,37.116,4.56,5.98
"DMA048","メディア市場48","2010 Q2",14,2010,2,36.08,4.56,5.8
"DMA048","メディア市場48","2010 Q3",15,2010,3,34.551,4.56,6.77
"DMA048","メディア市場48","2010 Q4",16,2010,4,36.374,4.56,6.98
"DMA048","メディア市場48","2011 Q1",17,2011,1,35.618,4.56,6.88
"DMA048","メディア市場48","2011 Q2",18,2011,2,37.179,4.56,6.77
"DMA048","メディア市場48","2011 Q3",19,2011,3,35.927,4.56,7.11
"DMA048","メディア市場48","2011 Q4",20,2011,4,35.233,4.56,6.77
"DMA049","メディア市場49","2007 Q1",1,2007,1,43.812,18.46,5.67
"DMA049","メディア市場49","2007 Q2",2,2007,2,40.758,18.46,5.66
"DMA049","メディア市場49","2007 Q3",3,2007,3,40.272,18.46,6.17
"DMA049","メディア市場49","2007 Q4",4,2007,4,42.199,18.46,6.56
"DMA049","メディア市場49","2008 Q1",5,2008,1,42.448,18.46,6.09
"DMA049","メディア市場49","2008 Q2",6,2008,2,42.308,18.46,6.64
"DMA049","メディア市場49","2008 Q3",7,2008,3,40.368,18.46,6.92
"DMA049","メディア市場49","2008 Q4",8,2008,4,41.847,18.46,6.72
"DMA049","メディア市場49","2009 Q1",9,2009,1,41.715,18.46,6.46
"DMA049","メディア市場49","2009 Q2",10,2009,2,39.842,18.46,7.49
"DMA049","メディア市場49","2009 Q3",11,2009,3,39.532,18.46,6.9
"DMA049","メディア市場49","2009 Q4",12,2009,4,38.907,18.46,6.35
"DMA049","メディア市場49","2010 Q1",13,2010,1,39.854,18.46,6.79
"DMA049","メディア市場49","2010 Q2",14,2010,2,38.958,18.46,7.11
"DMA049","メディア市場49","2010 Q3",15,2010,3,37.081,18.46,7.07
"DMA049","メディア市場49","2010 Q4",16,2010,4,38.585,18.46,6.97
"DMA049","メディア市場49","2011 Q1",17,2011,1,38.702,18.46,7.12
"DMA049","メディア市場49","2011 Q2",18,2011,2,37.365,18.46,7.21
"DMA049","メディア市場49","2011 Q3",19,2011,3,37.734,18.46,7.2
"DMA049","メディア市場49","2011 Q4",20,2011,4,35.894,18.46,6.68
"DMA050","メディア市場50","2007 Q1",1,2007,1,45.508,21.53,5.85
"DMA050","メディア市場50","2007 Q2",2,2007,2,43.696,21.53,6.15
"DMA050","メディア市場50","2007 Q3",3,2007,3,44.84,21.53,6.5
"DMA050","メディア市場50","2007 Q4",4,2007,4,43.537,21.53,6.41
"DMA050","メディア市場50","2008 Q1",5,2008,1,45.39,21.53,6.95
"DMA050","メディア市場50","2008 Q2",6,2008,2,44.967,21.53,6.64
"DMA050","メディア市場50","2008 Q3",7,2008,3,42.674,21.53,7.04
"DMA050","メディア市場50","2008 Q4",8,2008,4,45.059,21.53,6.65
"DMA050","メディア市場50","2009 Q1",9,2009,1,45.067,21.53,6.77
"DMA050","メディア市場50","2009 Q2",10,2009,2,43.932,21.53,6.55
"DMA050","メディア市場50","2009 Q3",11,2009,3,43.579,21.53,6.23
"DMA050","メディア市場50","2009 Q4",12,2009,4,42.274,21.53,7.41
"DMA050","メディア市場50","2010 Q1",13,2010,1,42.279,21.53,6.16
"DMA050","メディア市場50","2010 Q2",14,2010,2,41.881,21.53,6.81
"DMA050","メディア市場50","2010 Q3",15,2010,3,41.411,21.53,6.85
"DMA050","メディア市場50","2010 Q4",16,2010,4,40.295,21.53,6.91
"DMA050","メディア市場50","2011 Q1",17,2011,1,41.228,21.53,7.15
"DMA050","メディア市場50","2011 Q2",18,2011,2,39.784,21.53,7.03
"DMA050","メディア市場50","2011 Q3",19,2011,3,39.59,21.53,7.42
"DMA050","メディア市場50","2011 Q4",20,2011,4,39.331,21.53,7.99
"DMA051","メディア市場51","2007 Q1",1,2007,1,44.975,15.17,5.43
"DMA051","メディア市場51","2007 Q2",2,2007,2,45.486,15.17,6.42
"DMA051","メディア市場51","2007 Q3",3,2007,3,44.577,15.17,6.23
"DMA051","メディア市場51","2007 Q4",4,2007,4,45.334,15.17,6.49
"DMA051","メディア市場51","2008 Q1",5,2008,1,44.974,15.17,5.69
"DMA051","メディア市場51","2008 Q2",6,2008,2,43.346,15.17,6.29
"DMA051","メディア市場51","2008 Q3",7,2008,3,42.085,15.17,6.29
"DMA051","メディア市場51","2008 Q4",8,2008,4,43.748,15.17,6.65
"DMA051","メディア市場51","2009 Q1",9,2009,1,43.707,15.17,6.95
"DMA051","メディア市場51","2009 Q2",10,2009,2,42.71,15.17,6.87
"DMA051","メディア市場51","2009 Q3",11,2009,3,42.59,15.17,7.19
"DMA051","メディア市場51","2009 Q4",12,2009,4,43.131,15.17,6.67
"DMA051","メディア市場51","2010 Q1",13,2010,1,42.493,15.17,7.06
"DMA051","メディア市場51","2010 Q2",14,2010,2,41.761,15.17,6.89
"DMA051","メディア市場51","2010 Q3",15,2010,3,40.872,15.17,6.89
"DMA051","メディア市場51","2010 Q4",16,2010,4,39.785,15.17,6.7
"DMA051","メディア市場51","2011 Q1",17,2011,1,41.597,15.17,7.25
"DMA051","メディア市場51","2011 Q2",18,2011,2,40.381,15.17,6.87
"DMA051","メディア市場51","2011 Q3",19,2011,3,41.84,15.17,7.6
"DMA051","メディア市場51","2011 Q4",20,2011,4,40.248,15.17,7.19
"DMA052","メディア市場52","2007 Q1",1,2007,1,42.875,13.59,6.14
"DMA052","メディア市場52","2007 Q2",2,2007,2,41.439,13.59,6.06
"DMA052","メディア市場52","2007 Q3",3,2007,3,39.814,13.59,6.55
"DMA052","メディア市場52","2007 Q4",4,2007,4,40.56,13.59,6.81
"DMA052","メディア市場52","2008 Q1",5,2008,1,40.788,13.59,6.65
"DMA052","メディア市場52","2008 Q2",6,2008,2,39.71,13.59,6.2
"DMA052","メディア市場52","2008 Q3",7,2008,3,39.923,13.59,7.63
"DMA052","メディア市場52","2008 Q4",8,2008,4,40.146,13.59,6.42
"DMA052","メディア市場52","2009 Q1",9,2009,1,41.51,13.59,6.57
"DMA052","メディア市場52","2009 Q2",10,2009,2,38.874,13.59,6.89
"DMA052","メディア市場52","2009 Q3",11,2009,3,36.798,13.59,8.11
"DMA052","メディア市場52","2009 Q4",12,2009,4,38.617,13.59,6.61
"DMA052","メディア市場52","2010 Q1",13,2010,1,38.672,13.59,6.93
"DMA052","メディア市場52","2010 Q2",14,2010,2,38.365,13.59,7.04
"DMA052","メディア市場52","2010 Q3",15,2010,3,39.568,13.59,7.64
"DMA052","メディア市場52","2010 Q4",16,2010,4,39.655,13.59,6.62
"DMA052","メディア市場52","2011 Q1",17,2011,1,38.457,13.59,6.67
"DMA052","メディア市場52","2011 Q2",18,2011,2,37.569,13.59,7.1
"DMA052","メディア市場52","2011 Q3",19,2011,3,36.363,13.59,7.38
"DMA052","メディア市場52","2011 Q4",20,2011,4,38.156,13.59,7.81
"DMA053","メディア市場53","2007 Q1",1,2007,1,39.093,9.35,5.54
"DMA053","メディア市場53","2007 Q2",2,2007,2,38.045,9.35,5.6
"DMA053","メディア市場53","2007 Q3",3,2007,3,36.679,9.35,5.85
"DMA053","メディア市場53","2007 Q4",4,2007,4,38.492,9.35,5.65
"DMA053","メディア市場53","2008 Q1",5,2008,1,39.084,9.35,6.08
"DMA053","メディア市場53","2008 Q2",6,2008,2,36.78,9.35,5.9
"DMA053","メディア市場53","2008 Q3",7,2008,3,36.695,9.35,6.18
"DMA053","メディア市場53","2008 Q4",8,2008,4,34.898,9.35,6.28
"DMA053","メディア市場53","2009 Q1",9,2009,1,35.873,9.35,6.68
"DMA053","メディア市場53","2009 Q2",10,2009,2,37.258,9.35,6.16
"DMA053","メディア市場53","2009 Q3",11,2009,3,35.527,9.35,6.42
"DMA053","メディア市場53","2009 Q4",12,2009,4,35.131,9.35,6.53
"DMA053","メディア市場53","2010 Q1",13,2010,1,36.838,9.35,6.18
"DMA053","メディア市場53","2010 Q2",14,2010,2,36.375,9.35,5.73
"DMA053","メディア市場53","2010 Q3",15,2010,3,35.61,9.35,6.72
"DMA053","メディア市場53","2010 Q4",16,2010,4,35.129,9.35,6.87
"DMA053","メディア市場53","2011 Q1",17,2011,1,36.852,9.35,6.67
"DMA053","メディア市場53","2011 Q2",18,2011,2,34.752,9.35,6.93
"DMA053","メディア市場53","2011 Q3",19,2011,3,35.382,9.35,7.08
"DMA053","メディア市場53","2011 Q4",20,2011,4,35.176,9.35,6.83
"DMA054","メディア市場54","2007 Q1",1,2007,1,43.459,9.95,5.69
"DMA054","メディア市場54","2007 Q2",2,2007,2,43.128,9.95,5.61
"DMA054","メディア市場54","2007 Q3",3,2007,3,42.174,9.95,5.33
"DMA054","メディア市場54","2007 Q4",4,2007,4,42.038,9.95,5.86
"DMA054","メディア市場54","2008 Q1",5,2008,1,43.823,9.95,6.17
"DMA054","メディア市場54","2008 Q2",6,2008,2,42.022,9.95,6.11
"DMA054","メディア市場54","2008 Q3",7,2008,3,41.241,9.95,5.78
"DMA054","メディア市場54","2008 Q4",8,2008,4,42.894,9.95,5.91
"DMA054","メディア市場54","2009 Q1",9,2009,1,42.526,9.95,6.08
"DMA054","メディア市場54","2009 Q2",10,2009,2,40.308,9.95,6.57
"DMA054","メディア市場54","2009 Q3",11,2009,3,39.962,9.95,6.37
